params,total_pnl,close_trade,max_drawdown,over_drawdown,over_drawdown_count
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.03, trending_open_loss_rate_0.02",662.46%,1434,-75880.61,"{'2022-02-08': -23357.31, '2022-05-10': -75880.61, '2023-01-14': -22643.37, '2023-03-14': -40568.16}",4
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1684.04%,1503,-205062.63,"{'2022-02-08': -50468.14, '2022-05-10': -205062.63, '2023-01-14': -54389.6}",3
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.02",554.56%,1427,-42567.17,"{'2022-02-08': -23416.17, '2022-05-10': -42567.17, '2023-01-14': -14037.15, '2023-03-14': -35104.11}",4
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.01",1348.92%,1463,-206081.05,"{'2022-02-08': -50570.89, '2022-05-10': -206081.05, '2023-01-14': -23021.44}",3
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.02",444.33%,1376,-21840.11,"{'2022-02-08': -12701.0, '2022-05-10': -21840.11, '2023-03-14': -21561.86, '2023-07-14': -10366.54}",4
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.01",735.31%,1483,-78567.25,"{'2022-02-08': -19105.59, '2022-05-10': -78567.25, '2023-01-14': -23677.74}",3
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.02",451.44%,1372,-23173.43,"{'2022-05-10': -23173.43, '2023-01-14': -10021.2, '2023-03-14': -23120.29, '2023-07-14': -10817.6}",4
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.01",505.26%,1410,-25687.12,"{'2022-05-10': -17902.41, '2023-01-14': -25687.12, '2023-03-15': -23289.64}",3
"continuous_increase_rate_0.004, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.02",301.63%,1345,-14218.81,"{'2022-05-10': -10659.62, '2023-01-14': -10906.15, '2023-03-14': -14218.81, '2023-07-14': -11499.73}",4
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1888.18%,1462,-283910.49,"{'2022-02-08': -111166.92, '2022-05-10': -283910.49, '2023-01-14': -51011.39}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.03, trending_open_loss_rate_0.02",970.09%,1355,-53735.37,"{'2022-02-08': -16274.76, '2022-05-10': -30853.02, '2023-01-14': -22378.36, '2023-03-14': -53735.37}",4
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1271.21%,1431,-158108.43,"{'2022-02-08': -51290.74, '2022-05-10': -158108.43, '2023-01-14': -51141.62}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.02",611.27%,1355,-38549.08,"{'2022-02-08': -17179.61, '2022-05-10': -26044.1, '2023-01-14': -13903.28, '2023-03-14': -38549.08}",4
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.01",632.67%,1386,-67040.53,"{'2022-02-08': -50035.84, '2022-05-10': -67040.53, '2023-01-14': -20926.59}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.02",434.69%,1323,-23453.21,"{'2022-02-08': -11629.63, '2022-05-10': -18846.74, '2023-03-14': -23453.21}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.01",371.12%,1409,-20883.76,"{'2022-02-08': -18529.9, '2022-05-10': -18706.74, '2023-01-14': -20883.76}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.02",441.74%,1301,-24929.68,{'2023-03-14': -24929.68},1
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.01",380.21%,1350,-25759.75,"{'2022-05-10': -15913.97, '2023-01-14': -20967.68, '2023-03-15': -25759.75}",3
"continuous_increase_rate_0.005, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.02",286.74%,1282,-13656.77,"{'2023-03-14': -13656.77, '2023-07-14': -10898.15}",2
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1920.56%,1294,-274944.19,"{'2022-02-08': -111053.96, '2022-05-10': -274944.19, '2022-06-14': -106735.84, '2023-01-14': -42389.36}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.03, trending_open_loss_rate_0.02",1021.23%,1236,-45814.27,"{'2022-02-08': -16122.1, '2022-05-10': -30186.31, '2022-06-14': -13102.17, '2023-01-14': -18221.4, '2023-03-14': -45814.27}",5
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1224.32%,1286,-152567.81,"{'2022-02-08': -50624.42, '2022-05-10': -152567.81, '2022-06-14': -40663.01, '2023-01-14': -39961.54}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.04, trending_open_loss_rate_0.02",638.3%,1217,-32640.24,"{'2022-02-08': -16923.91, '2022-05-10': -24788.07, '2022-06-14': -11393.3, '2023-01-14': -11241.64, '2023-03-14': -32640.24}",5
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.01",612.97%,1220,-63501.02,"{'2022-02-08': -50862.23, '2022-05-10': -63501.02, '2022-06-14': -41493.89, '2023-01-14': -16556.79}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.05, trending_open_loss_rate_0.02",485.09%,1164,-19915.72,"{'2022-02-08': -11555.55, '2022-05-10': -17448.57, '2022-06-14': -10344.21, '2023-03-14': -19915.72}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.01",543.89%,1198,-64807.31,"{'2022-02-08': -18452.01, '2022-05-10': -64807.31, '2022-06-14': -14747.17, '2023-01-14': -16773.5}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.06, trending_open_loss_rate_0.02",439.95%,1154,-21388.72,{'2023-03-14': -21388.72},1
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.01",366.58%,1205,-21438.1,"{'2022-05-10': -14731.09, '2022-06-14': -17387.47, '2023-01-14': -16770.61, '2023-03-15': -21438.1}",4
"continuous_increase_rate_0.006, reduce_rate_0.001, trending_increase_rate_0.07, trending_open_loss_rate_0.02",332.74%,1153,-11677.88,{'2023-03-14': -11677.88},1
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.03, trending_open_loss_rate_0.01",7422.06%,1329,-621435.39,"{'2022-02-08': -123677.72, '2022-03-02': -28104.83, '2022-03-29': -19357.38, '2022-06-01': -14362.02, '2022-09-13': -175977.55, '2023-01-14': -621435.39, '2023-03-19': -21258.14, '2023-06-22': -57347.81}",8
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.03, trending_open_loss_rate_0.02",1755.37%,1261,-105017.48,"{'2022-02-08': -34900.37, '2022-03-02': -17446.74, '2022-09-13': -49862.13, '2023-01-14': -105017.48, '2023-03-14': -87691.2, '2023-03-20': -14231.06, '2023-06-24': -32864.55}",7
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.04, trending_open_loss_rate_0.01",3324.87%,1291,-235671.57,"{'2022-01-27': -11215.47, '2022-02-08': -28409.44, '2022-03-02': -28700.74, '2022-03-29': -18222.19, '2022-06-01': -15038.54, '2022-09-13': -97760.24, '2023-01-14': -235671.57, '2023-03-19': -10292.41, '2023-06-22': -24403.12}",9
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.04, trending_open_loss_rate_0.02",1275.46%,1254,-106640.54,"{'2022-02-08': -35778.4, '2022-03-02': -13954.6, '2022-09-13': -33285.21, '2023-01-14': -106640.54, '2023-03-14': -56012.09, '2023-03-20': -12503.17, '2023-06-24': -33081.09}",7
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.05, trending_open_loss_rate_0.01",3020.03%,1265,-296829.58,"{'2022-02-08': -27372.44, '2022-03-02': -28710.7, '2022-09-13': -48917.52, '2023-01-14': -296829.58, '2023-03-20': -16141.66, '2023-06-22': -24803.42}",6
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.05, trending_open_loss_rate_0.02",919.15%,1233,-60590.06,"{'2022-02-08': -19431.98, '2022-03-02': -10497.13, '2022-09-13': -25265.54, '2023-01-14': -60590.06, '2023-03-14': -34452.59, '2023-03-22': -12060.06, '2023-06-24': -21542.16}",7
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.06, trending_open_loss_rate_0.01",3036.95%,1258,-298676.93,"{'2022-02-08': -10062.72, '2022-03-02': -28710.7, '2022-09-12': -12766.81, '2023-01-14': -298676.93, '2023-06-24': -28264.67}",5
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.06, trending_open_loss_rate_0.02",836.36%,1183,-72584.66,"{'2022-02-08': -11324.16, '2022-03-02': -10507.1, '2022-09-13': -18645.54, '2023-01-14': -72584.66, '2023-03-14': -36738.78, '2023-07-14': -32063.31, '2023-07-18': -10199.89}",7
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.07, trending_open_loss_rate_0.01",1469.89%,1234,-90105.65,"{'2022-03-02': -26151.33, '2022-09-13': -39853.75, '2023-01-14': -90105.65}",3
"continuous_increase_rate_0.002, reduce_rate_0.002, trending_increase_rate_0.07, trending_open_loss_rate_0.02",835.92%,1183,-37514.06,"{'2022-03-02': -10507.1, '2022-09-13': -16063.39, '2023-01-14': -37514.06, '2023-03-14': -36946.61, '2023-07-06': -14776.03, '2023-07-14': -20715.73}",6
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.03, trending_open_loss_rate_0.01",4178.26%,1173,-1677626.44,"{'2022-02-08': -110575.96, '2022-03-02': -22868.98, '2022-05-10': -1677626.44, '2022-09-13': -57903.85, '2023-01-14': -177786.43, '2023-03-19': -14136.97}",6
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.03, trending_open_loss_rate_0.02",501.0%,1102,-81158.11,"{'2022-02-08': -30332.91, '2022-03-02': -12377.93, '2022-05-10': -81158.11, '2022-09-13': -21970.83, '2023-01-14': -30278.37, '2023-03-14': -68546.25, '2023-06-24': -19337.9}",7
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.04, trending_open_loss_rate_0.01",2581.04%,1107,-237731.15,"{'2022-02-08': -23547.26, '2022-03-02': -23266.2, '2022-05-10': -237731.15, '2023-01-14': -72038.57, '2023-03-20': -176840.04, '2023-06-22': -16794.58}",6
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.04, trending_open_loss_rate_0.02",916.51%,1088,-916691.16,"{'2022-02-08': -31771.67, '2022-03-02': -12215.88, '2022-05-10': -82496.69, '2022-09-13': -16533.32, '2023-01-14': -30572.51, '2023-03-14': -60997.41, '2023-03-20': -916691.16, '2023-06-24': -14984.1}",8
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.05, trending_open_loss_rate_0.01",1565.79%,1090,-176342.93,"{'2022-02-08': -23587.44, '2022-03-02': -23266.2, '2022-05-10': -91384.85, '2022-09-13': -29802.47, '2023-01-14': -29265.84, '2023-03-20': -176342.93, '2023-06-22': -17226.35}",7
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.05, trending_open_loss_rate_0.02",396.03%,1074,-28698.89,"{'2022-02-08': -15772.31, '2022-05-10': -26905.12, '2022-09-13': -12927.78, '2023-01-14': -12362.33, '2023-03-14': -28698.89, '2023-06-24': -15973.76}",6
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.06, trending_open_loss_rate_0.01",1263.85%,1073,-92907.67,"{'2022-03-02': -23266.2, '2022-05-10': -92907.67, '2022-09-13': -13795.24, '2023-01-14': -30442.69, '2023-03-20': -41501.2, '2023-06-24': -20133.04}",6
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.06, trending_open_loss_rate_0.02",532.38%,1021,-301618.36,"{'2022-05-10': -28378.29, '2022-09-13': -15072.91, '2023-01-14': -12843.26, '2023-03-20': -301618.36, '2023-07-14': -22393.3}",5
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.07, trending_open_loss_rate_0.01",1166.52%,1060,-50802.65,"{'2022-03-02': -21000.81, '2022-05-10': -22284.47, '2022-09-13': -13801.57, '2023-01-14': -30524.61, '2023-03-22': -50802.65}",5
"continuous_increase_rate_0.003, reduce_rate_0.002, trending_increase_rate_0.07, trending_open_loss_rate_0.02",515.01%,999,-339860.86,"{'2022-02-08': -10471.45, '2022-05-10': -13188.91, '2023-01-14': -12907.78, '2023-03-18': -120412.97, '2023-03-23': -339860.86, '2023-07-06': -10174.53, '2023-07-14': -14337.36}",7
"continuous_increase_rate_0.004, reduce_rate_0.002, trending_increase_rate_0.03, trending_open_loss_rate_0.01",2641.38%,1091,-575312.88,"{'2022-02-08': -210410.58, '2022-05-10': -575312.88, '2022-09-13': -49483.99, '2023-01-14': -130555.6, '2023-03-14': -10060.39}",5
