"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",22756.94%,-343906.25,"{'2021-02-06': -11546.87, '2021-02-13': -13391.21, '2021-05-19': -112098.92, '2021-09-16': -343906.25}",4
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",22254.97%,-372719.13,"{'2021-02-06': -11546.87, '2021-02-13': -13391.21, '2021-05-19': -109009.17, '2021-09-16': -372719.13}",4
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'TRXUSDT.BINANCE']",22740.31%,-331705.3,"{'2021-02-06': -11547.15, '2021-02-09': -17503.12, '2021-04-01': -28462.77, '2021-05-19': -331705.3}",4
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'TRXUSDT.BINANCE']",22685.49%,-331705.3,"{'2021-02-06': -11547.15, '2021-02-09': -17503.12, '2021-04-01': -28462.77, '2021-05-19': -331705.3}",4
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE']",22255.02%,-341756.93,"{'2021-02-06': -11546.87, '2021-02-16': -14374.78, '2021-05-19': -112098.92, '2021-05-22': -341756.93}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",23325.26%,-403345.81,"{'2021-02-06': -11373.0, '2021-02-10': -13610.42, '2021-05-19': -112068.97, '2021-05-25': -403345.81}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",23270.45%,-403345.81,"{'2021-02-06': -11373.0, '2021-02-10': -13610.42, '2021-05-19': -112068.97, '2021-05-25': -403345.81}",4
"['ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",22777.91%,-421918.39,"{'2021-02-06': -11373.0, '2021-02-10': -13610.42, '2021-05-19': -108979.22, '2021-05-25': -421918.39}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE']",22770.79%,-404352.1,"{'2021-02-06': -11373.0, '2021-02-10': -14014.17, '2021-05-19': -112068.97, '2021-05-25': -404352.1}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23135.8%,-331771.16,"{'2021-02-06': -11374.4, '2021-02-09': -17492.53, '2021-04-01': -10188.75, '2021-05-19': -331771.16}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23080.99%,-331771.16,"{'2021-02-06': -11374.4, '2021-02-09': -17492.53, '2021-04-01': -10188.75, '2021-05-19': -331771.16}",4
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",22638.71%,-351985.12,"{'2021-02-06': -11374.12, '2021-02-16': -14319.1, '2021-05-19': -112068.97, '2021-09-16': -351985.12}",4
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",2591.74%,-184714.45,"{'2021-04-01': -28499.69, '2021-04-02': -13274.62, '2021-05-25': -125974.97, '2021-09-16': -184714.45}",4
"['ALGOUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",2081.03%,-196228.67,"{'2021-04-01': -28499.69, '2021-04-02': -13274.62, '2021-05-25': -35811.69, '2021-09-16': -196228.67}",4
"['ALGOUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",2026.22%,-196948.03,"{'2021-04-01': -28499.69, '2021-04-02': -13274.62, '2021-05-25': -35811.69, '2021-09-16': -196948.03}",4
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",2022.6%,-126021.32,"{'2021-04-01': -28499.69, '2021-04-02': -13274.62, '2021-05-25': -126021.32, '2021-07-15': -116914.42}",4
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",1967.79%,-126021.32,"{'2021-04-01': -28499.69, '2021-04-02': -13274.62, '2021-05-25': -126021.32, '2021-07-15': -116914.42}",4
"['CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",4937.74%,-218417.4,"{'2021-04-01': -10188.28, '2021-05-19': -12486.75, '2021-09-16': -149697.19, '2021-12-24': -11439.48}",4
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",22738.75%,-345159.76,"{'2021-02-06': -11547.15, '2021-02-09': -17099.36, '2021-04-01': -10188.75, '2021-05-19': -108855.43, '2021-09-16': -345159.76}",5
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",22683.93%,-345879.12,"{'2021-02-06': -11547.15, '2021-02-09': -17099.36, '2021-04-01': -10188.75, '2021-05-19': -108855.43, '2021-09-16': -345879.12}",5
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'TRXUSDT.BINANCE']",22198.34%,-336505.6,"{'2021-02-06': -11547.15, '2021-02-09': -17503.12, '2021-04-01': -28462.77, '2021-05-19': -108855.43, '2021-05-22': -336505.6}",5
"['ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",22571.84%,-353550.87,"{'2021-02-06': -11374.4, '2021-02-09': -17492.53, '2021-04-01': -10188.75, '2021-05-19': -108825.48, '2021-09-16': -353550.87}",5
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",1891.09%,-109271.39,"{'2021-04-01': -10188.28, '2021-07-15': -21160.68, '2021-07-16': -12168.95, '2021-09-16': -37946.05, '2021-12-24': -74968.3}",5
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'SUSHIUSDT.BINANCE']",1482.52%,-109867.66,"{'2021-07-15': -21160.68, '2021-07-16': -12168.95, '2021-09-16': -38153.18, '2021-12-24': -70557.6, '2021-12-25': -11508.97}",5
"['CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",5594.8%,-217363.33,"{'2021-04-01': -28499.69, '2021-04-02': -13300.15, '2021-05-19': -12486.75, '2021-05-25': -182471.37, '2021-09-16': -191199.34}",5
"['CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",5539.99%,-217363.33,"{'2021-04-01': -28499.69, '2021-04-02': -13300.15, '2021-05-19': -12486.75, '2021-05-25': -182471.37, '2021-09-16': -191918.7}",5
"['DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",5037.0%,-208220.49,"{'2021-04-01': -28499.69, '2021-04-02': -13300.15, '2021-05-19': -12895.69, '2021-05-25': -199958.06, '2021-09-16': -203432.93}",5
"['CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",4983.89%,-217521.31,"{'2021-04-01': -28499.69, '2021-04-02': -13300.15, '2021-05-19': -12486.75, '2021-05-25': -183477.65, '2021-07-15': -122874.02}",5
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23383.02%,-401319.8,"{'2021-02-06': -11546.03, '2021-02-09': -17082.67, '2021-04-01': -28510.75, '2021-04-02': -13275.45, '2021-05-19': -108855.43, '2021-05-25': -401319.8}",6
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",23372.09%,-383753.51,"{'2021-02-06': -11546.03, '2021-02-09': -17486.42, '2021-04-01': -28510.75, '2021-04-02': -13275.45, '2021-05-19': -111945.18, '2021-05-25': -383753.51}",6
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",22873.71%,-402085.53,"{'2021-02-06': -11546.03, '2021-02-09': -17486.42, '2021-04-01': -28510.75, '2021-04-02': -13275.45, '2021-05-19': -108855.43, '2021-05-25': -402085.53}",6
"['ALGOUSDT.BINANCE', 'ATOMUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",22818.89%,-402085.53,"{'2021-02-06': -11546.03, '2021-02-09': -17486.42, '2021-04-01': -28510.75, '2021-04-02': -13275.45, '2021-05-19': -108855.43, '2021-05-25': -402085.53}",6
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23737.27%,-385722.55,"{'2021-02-06': -11373.28, '2021-02-09': -17475.83, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -111915.23, '2021-05-25': -385722.55}",6
"['ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23244.73%,-404295.12,"{'2021-02-06': -11373.28, '2021-02-09': -17475.83, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -108825.48, '2021-05-25': -404295.12}",6
"['ATOMUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",23189.92%,-404295.12,"{'2021-02-06': -11373.28, '2021-02-09': -17475.83, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -108825.48, '2021-05-25': -404295.12}",6
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",23239.12%,-386728.83,"{'2021-02-06': -11373.28, '2021-02-09': -17879.58, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -111915.23, '2021-05-25': -386728.83}",6
"['ATOMUSDT.BINANCE', 'CHRUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",23184.31%,-386728.83,"{'2021-02-06': -11373.28, '2021-02-09': -17879.58, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -111915.23, '2021-05-25': -386728.83}",6
"['ATOMUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'ENSUSDT.BINANCE', 'EOSUSDT.BINANCE', 'TRXUSDT.BINANCE']",22691.99%,-405060.86,"{'2021-02-06': -11373.28, '2021-02-09': -17879.58, '2021-04-01': -28510.75, '2021-04-02': -13300.98, '2021-05-19': -108825.48, '2021-05-25': -405060.86}",6
"['ALGOUSDT.BINANCE', 'CHRUSDT.BINANCE', 'DYDXUSDT.BINANCE', 'SUSHIUSDT.BINANCE', 'TRXUSDT.BINANCE']",1945.91%,-109271.39,"{'2021-04-01': -10188.28, '2021-07-15': -21160.68, '2021-07-16': -12168.95, '2021-09-16': -37946.05, '2021-12-24': -70339.46, '2021-12-25': -11508.36}",6
symbolList,totalPnl,max_drawdown,over_drawdown,over_drawdown_count
